question_id,wrong_ans,correct_ans,question,explanation
869," ""영낙없이"""," ""영락없이"""," ""결과는 [영락없이] 내가 예상한 대로였다.""",영락(零落)은 초목의 잎이 시들어 떨어짐 또는 세력이나 살림이 줄어들어 보잘것없이 됨을 뜻하는 말이다. ‘영락없다’는 조금도 틀리지 아니하고 꼭 들어맞음을 뜻한다.
870," ""영낙없이"""," ""영락없이"""," ""그들은 [영락없이] 협상을 잘 마무리 지었습니다.""",영락(零落)은 초목의 잎이 시들어 떨어짐 또는 세력이나 살림이 줄어들어 보잘것없이 됨을 뜻하는 말이다. ‘영락없다’는 조금도 틀리지 아니하고 꼭 들어맞음을 뜻한다.
871," ""옛스러운"""," ""예스러운"""," ""정말 [예스러운] 분위기네.""", '옛'은 관형사로 뒤에 오는 체언을 수식하는 말입니다. 따라서 옛스럽다(O) 예스럽다(O) 둘 다 맞는 표현입니다.
872," ""옛스러운"""," ""예스러운"""," ""이 가구는 [예스러운] 멋이 있어.""", '옛'은 관형사로 뒤에 오는 체언을 수식하는 말입니다. 따라서 옛스럽다(O) 예스럽다(O) 둘 다 맞는 표현입니다.
873," ""옛스러운"""," ""예스러운"""," ""이 기념품은 [예스러워] 보여.""", '옛'은 관형사로 뒤에 오는 체언을 수식하는 말입니다. 따라서 옛스럽다(O) 예스럽다(O) 둘 다 맞는 표현입니다.
874," ""오늘부터 만이라도"""," ""오늘부터만이라도"""," ""[오늘부터만이라도] 다른 사람을 도와보자.""", '만'은 보조사입니다. 조사는 앞말에 붙여 써야 합니다. 따라서 '오늘부터 만이라도'로 쓰면 틀립니다.
875," ""오던지"""," ""오든지"""," ""비가 [오든지] 날씨가 맑든지 상관없어.""", '-던'은 과거의 일을 회상하는 의미로 사용됩니다. 예) 어제 먹던 빵 / 내가 살던 고향 반면에 '-든'은 선택의 의미로 사용됩니다. 예) 먹든 말든 네 마음대로 해라
876," ""오뚜기"""," ""오뚝이"""," ""아이들이 놀 때 [오뚝이]를 가지고 놀았다.""", ‘오뚝이’는 작은 물건이 도드라지게 높이 솟아 있는 모양을 나타내는 부사이다.
877," ""오뚜기"""," ""오뚝이"""," ""할머니는 [오뚝이]같은 힘을 가졌다.""", ‘오뚝이’는 작은 물건이 도드라지게 높이 솟아 있는 모양을 나타내는 부사이다.
878," ""오뚜기"""," ""오뚝이"""," ""그는 [오뚝이]처럼 쉽게 쓰러지지 않는다.""", ‘오뚝이’는 작은 물건이 도드라지게 높이 솟아 있는 모양을 나타내는 부사이다.
879," ""오랫만에"""," ""오랜만에"""," ""[오랜만에] 내려온 고향은 역시 정겹다.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
880," ""오랫만에"""," ""오랜만에"""," ""[오랜만에] 친구들과 만나서 기뻤어.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
881," ""오랫만에"""," ""오랜만에"""," ""[오랜만에] 본 영화가 정말 감명 깊었다.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
882," ""오랫만에"""," ""오랜만에"""," ""[오랜만에] 보니까 좋다.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
883," ""오랫만에"""," ""오랜만에"""," ""그를 [오랜만에] 만나서 반가웠어.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
884," ""오랫만에"""," ""오랜만에"""," ""[오랜만에] 그곳에 가보려고 해.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
885," ""오랫만에"""," ""오랜만에"""," ""[오랜만에] 고향 음식을 먹으니까 행복하다.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
886," ""오랫만에"""," ""오랜만에"""," ""[오랜만에] 편지를 써봤어.""", ‘오래간만’의 준말은 ‘오랜만’이다. 따라서 ‘오랜만에’로 표기해야 한다.
887," ""오랜동안"""," ""오랫동안"""," ""그는 [오랫동안] 준비해 왔다.""", '오랫동안'은 '오래'와 '동안'이 결합한 합성어로 한 단어이므로 붙여 써야 한다.
888," ""오랜동안"""," ""오랫동안"""," ""이 문제는 [오랫동안] 논의된 주제이다.""", '오랫동안'은 '오래'와 '동안'이 결합한 합성어로 한 단어이므로 붙여 써야 한다.
889," ""오랜동안"""," ""오랫동안"""," ""[오랫동안] 기다린 만큼 보람 있었다.""", '오랫동안'은 '오래'와 '동안'이 결합한 합성어로 한 단어이므로 붙여 써야 한다.
890," ""온힘"""," ""온 힘"""," ""[온 힘] 다해 달려왔는데도 끝까지 도달하지 못했다.""", ‘온’은 관형사로 뒤에 오는 명사와 띄어 써야 한다.
891," ""온힘"""," ""온 힘"""," ""그는 [온 힘]을 다해 노력하고 있다.""", ‘온’은 관형사로 뒤에 오는 명사와 띄어 써야 한다.
892," ""온힘"""," ""온 힘"""," ""[온 힘]으로 물건을 밀어도 움직이지 않았다.""", ‘온’은 관형사로 뒤에 오는 명사와 띄어 써야 한다.
893," ""온골지게"""," ""옹골지게"""," ""[옹골지게] 식사를 준비했다.""", ‘온골지다’는 없는 말이다. ‘옹골지다’가 맞는 말이다.
894," ""온골지고"""," ""옹골지고"""," ""부엌이 [옹골지고] 따뜻해서 좋다.""", ‘온골지다’는 없는 말이다. ‘옹골지다’가 맞는 말이다.
895," ""온골진"""," ""옹골진"""," ""[옹골진] 돌담이 멋있게 서 있다.""", ‘온골지다’는 없는 말이다. ‘옹골지다’가 맞는 말이다.
896," ""왔다갔다"""," ""왔다 갔다"""," ""집을 [왔다 갔다] 하면서 물건을 챙겼다.""", ‘왔다가다’는 한 단어가 아니므로 띄어 써야 한다.
897," ""왔다갔다"""," ""왔다 갔다"""," ""나는 방 안에서 [왔다 갔다] 걸었다.""", ‘왔다가다’는 한 단어가 아니므로 띄어 써야 한다.
898," ""왔다갔다"""," ""왔다 갔다"""," ""형은 마당을 계속 [왔다 갔다] 했다.""", ‘왔다가다’는 한 단어가 아니므로 띄어 써야 한다.
899," ""웬지"""," ""왠지"""," ""그녀가 요즘 우울한 이유는 [왠지] 알 것 같아.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
900," ""웬지"""," ""왠지"""," ""[왠지] 모르게 오늘은 기운이 안 난다.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
901," ""웬지"""," ""왠지"""," ""[왠지] 이쪽으로 가고 싶어.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
902," ""웬지"""," ""왠지"""," ""[왠지] 그 친구를 어디서 본 것 같아.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
903," ""웬지"""," ""왠지"""," ""[왠지] 오늘 날씨가 쌀쌀하다.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
904," ""웬지"""," ""왠지"""," ""[왠지] 그 일이 내가 아니라도 될 것 같았다.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
905," ""웬지"""," ""왠지"""," ""[왠지] 기분이 좋지 않다.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
906," ""웬지"""," ""왠지"""," ""[왠지] 오늘은 기분이 좋다.""", ‘웬’은 ‘어찌 된’ 또는 ‘어떠한’의 뜻을 나타내는 관형사로 뒤에 오는 명사나 명사구를 수식한다. 따라서 ‘웬 일이니?/웬 걱정이 그리 많아?/이게 웬 날벼락이냐?/골목에서 웬 사내와 마주치다. ’와 같이 쓰인다. 이와는 달리 ‘왠’은 이유를 물을 때 쓰는 ‘왜’와 관련이 있는 말이다. 그러므로 ‘왠지 가슴이 두근거린다. /오늘은 왠지 기분이 좋다. /그 이야기를 듣자 왠지 불길한 예감이 들었다. ’와 같이 쓰이는 것이다.
907," ""요세"""," ""요새"""," ""[요새]는 그가 바빠서 연락이 잘 안 돼.""", ‘요새’는 ‘요사이’의 준말입니다.
908," ""요세"""," ""요새"""," ""[요새] 날씨가 맑아서 산책하기 좋아.""", ‘요새’는 ‘요사이’의 준말로 둘 다 표준어입니다.
909," ""요세"""," ""요새"""," ""[요새] 너무 피곤해서 일찍 잤어요.""", ‘요새’는 ‘요사이’의 준말로 둘 다 표준어입니다.
910," ""요컨데"""," ""요컨대"""," ""[요컨대] 우리는 그 계획을 재고해야 합니다.""", ‘요컨대’는 ‘중요한 점을 말하자면’이라는 뜻이다.
911," ""요컨데"""," ""요컨대"""," ""[요컨대] 타협은 불가능하다고 봅니다.""", ‘요컨대’는 ‘중요한 점을 말하자면’이라는 뜻이다.
912," ""요컨데"""," ""요컨대"""," ""[요컨대] 그는 신뢰할 만한 사람이 아니다.""", ‘요컨대’는 ‘중요한 점을 말하자면’이라는 뜻이다.
913," ""요컨데"""," ""요컨대"""," ""회의의 결론은 [요컨대] 모두가 동의해야 한다는 것이다.""", ‘요컨대’는 ‘중요한 점을 말하자면’이라는 뜻이다.
914," ""요컨데"""," ""요컨대"""," ""그의 주장은 [요컨대] 믿기 어렵다.""", ‘요컨대’는 ‘중요한 점을 말하자면’이라는 뜻이다.
915," ""요컨데"""," ""요컨대"""," ""[요컨대] 이 프로젝트는 성공적이었다.""", ‘요컨대’는 ‘중요한 점을 말하자면’이라는 뜻이다.
916," ""요컨데"""," ""요컨대"""," ""[요컨대] 우리가 노력해야 한다.""", ‘요컨대’는 ‘중요한 점을 말하자면’이라는 뜻이다.
917," ""우당탕탕거리며"""," ""우당탕거리며"""," ""아이가 소파에 [우당탕거리며] 뛰어다닌다.""", '우당탕'은 부사입니다. 부사는 용언을 수식하는 품사인데요. 우당탕이 동사인 '거리다'를 수식할 수는 없습니다.
918," ""우당탕탕거리며"""," ""우당탕거리며"""," ""아이들이 공원에서 [우당탕거리며] 놀고 있다.""", '우당탕'은 부사입니다. 부사는 용언을 수식하는 품사인데요. 우당탕이 동사인 '거리다'를 수식할 수는 없습니다.
919," ""우당탕탕거린다"""," ""우당탕거린다"""," ""비가 오니 차들이 길에서 [우당탕거린다].""", '우당탕'은 부사입니다. 부사는 용언을 수식하는 품사인데요. 우당탕이 동사인 '거리다'를 수식할 수는 없습니다.
920," ""욱씬거려서"""," ""욱신거려서"""," ""종일 걷고 나니 발이 [욱신거려서] 쉴 수밖에 없었어."""," '욱씬거리다'는 비표준어이고, '욱신거리다'가 표준어이다."
921," ""욱씬거린"""," ""욱신거린"""," ""그는 어깨가 [욱신거린] 채로 계속 일을 했다."""," '욱씬거리다'는 비표준어이고, '욱신거리다'가 표준어이다."
922," ""욱씬거린다고"""," ""욱신거린다고"""," ""그녀의 허리가 [욱신거린다고] 말했다."""," '욱씬거리다'는 비표준어이고, '욱신거리다'가 표준어이다."
923," ""우겨넣어"""," ""욱여넣어"""," ""캐비닛에 파일을 [욱여넣어] 두었다.""", ‘우겨넣다’는 ‘욱여넣다’로 써야 한다.
924," ""우겨넣어야"""," ""욱여넣어야"""," ""생각보다 많은 정보를 [욱여넣어야] 했다.""", ‘우겨넣다’는 ‘욱여넣다’로 써야 한다.
925," ""우겨넣었다"""," ""욱여넣었다"""," ""짐을 가방에 [욱여넣었다].""", ‘우겨넣다’는 ‘욱여넣다’로 써야 한다.
926," ""우겨넣었다"""," ""욱여넣었다"""," ""큰 가방에 책을 [욱여넣었다].""", ‘우겨넣다’는 ‘욱여넣다’로 써야 한다.
927," ""우겨넣었다"""," ""욱여넣었다"""," ""옷장 안에 옷을 전부 [욱여넣었다].""", ‘우겨넣다’는 ‘욱여넣다’로 써야 한다.
